嗚呼;ꜛあꜜあ
奸;ꜛかꜜん
寒;ꜛかꜜん
寒;かꜛん
勘;かꜛん
癇;かꜛん
疳;かꜛん
燗;かꜛん
燗;ꜛかꜜん
お燗;おꜛかん
願;ꜛがꜜん
眼;ꜛがꜜん
雁;ꜛがꜜん
癌;ꜛがꜜん
寒明け;かꜛんあけ
寒明け;かꜛんあけꜜ
眼圧;がꜛんあつ
勘案;かꜛんあん
官位;ꜛかꜜんい
簡易;かꜛんい
簡易;ꜛかꜜんい
簡易裁判所;かꜛんいさいばんしょ
簡易裁判所;かꜛんいさいばんしょꜜ
簡易食堂;かꜛんいしょꜜくどう
間一髪;ꜛかꜜんいっぱつ
簡易保険;かꜛんいほꜜけん
缶入り;かꜛんいり
館員;かꜛんいん
官印;かꜛんいん
姦淫;かꜛんいん
官営;かꜛんえい
寛永通宝;かꜛんえいつꜜうほう
観閲;かꜛんえつ
観閲式;かꜛんえつꜜし*き
肝炎;ꜛかꜜんえん
岩塩;がꜛんえん
岩塩;ꜛがꜜんえん
観桜;かꜛんおう
感応;かꜛんおう
感応;かꜛんのう
観桜会;かꜛんおꜜうかい
棺おけ;かꜛんおꜜけ
漢音;ꜛかꜜんおん
漢音;かꜛんおん
感化;ꜛかꜜんか
管下;ꜛかꜜんか
閑暇;ꜛかꜜんか
看過;ꜛかꜜんか
干か;ꜛかꜜんか
干戈;ꜛかꜜんか
閑雅;ꜛかꜜんが~
官衙;ꜛかꜜんが~
眼下;ꜛがꜜんか
眼か;ꜛがꜜんか
眼窩;ꜛがꜜんか
眼科;がꜛんか
眼科;ꜛがꜜんか
感懐;かꜛんかい
官界;かꜛんかい
管外;ꜛかꜜんが~い
館外;ꜛかꜜんが~い
感慨;かꜛんが~い
灌漑;かꜛんが~い
干害;かꜛんが~い
寒害;かꜛんが~い
眼科医;がꜛんかꜜい
眼界;がꜛんかい
感慨深い;かꜛんが~いぶかꜜい
感慨無量;かꜛんが~いむりょう
感慨無量;ꜛかんが~ꜜいむꜛりょう
感慨無量;かꜛんが~いむꜜりょう
感化院;かꜛんかꜜいん
考え;かꜛんが~ꜜえ
考え合わせる;かꜛんが~えあわせꜜる
考え方;かꜛんが~えかꜜた
考え事;かꜛんが~えご~と
考え事;かꜛんが~えご~とꜜ
考え事;かꜛんが~えご~ꜜと
考え込む;かꜛんが~えこꜜむ
考え込む;かꜛんが~えこむ
考え出す;かꜛんが~えだꜜす
考え出す;かꜛんが~えだす
考え違い;かꜛんが~えちꜜが~い
考えつく;かꜛんが~えつ*ꜜく
考え直す;かꜛんが~えなおꜜす
考え深い;かꜛんが~えぶかꜜい
考え物;かꜛんが~えもの
考え物;かꜛんが~えものꜜ
考える;かꜛんが~えꜜる
考える;かꜛんが~ꜜえる
考えるあし;ꜛかんꜜが~えるꜛあꜜし
考える葦;ꜛかんꜜが~えるꜛあꜜし
間隔;かꜛんかく
感覚;かꜛんかく
官学;かꜛんが~く
漢学;かꜛんが~く
勧学;かꜛんが~く
感覚器官;かꜛんかくき*ꜜかん
感覚器官;かꜛんかくき*かꜜん
漢学者;かꜛんが~ꜜく*しゃ
感覚神経;かꜛんかく*しꜜんけい
感覚中枢;かꜛんかく*ちゅꜜうすう
願掛け;がꜛんが~け
願掛け;がꜛんが~けꜜ
管轄;かꜛんかつ
管楽器;かꜛんが~ꜜっき
管轄権;かꜛんかつ*ꜜけん
鑑る;かꜛんが~みꜜる
寒がらす;かꜛんが~ꜜらす
寒烏;かꜛんが~ꜜらす
カンガルー;かꜛんがꜜるう
かんかん;ꜛかꜜんかん
かんかん;かꜛんかꜜん
かんかん;かꜛんかん
漢かん;かꜛんかん
漢奸;かꜛんかん
宦官;かꜛんが~ん
宦官;かꜛんが~ꜜん
汗顔;かꜛんが~ん
ガンガン;ꜛがꜜんがん
カンカン踊り;かꜛんかんおꜜどり
侃々諤々;かꜛんかんがくがく
観艦式;かꜛんかꜜんし*き
官官接待;かꜛんかんせꜜったい
かんかん帽;かꜛんかꜜんぼう
寒気;ꜛかꜜんき
歓喜;ꜛかꜜんき
乾期;ꜛかꜜんき
官記;ꜛかꜜんき
官紀;ꜛかꜜんき
勘気;ꜛかꜜんき
喚起;ꜛかꜜんき
換気;かꜛんき
換気;ꜛかꜜんき
がん木;ꜛがꜜんぎ~
雁木;ꜛがꜜんぎ~
がん木;がꜛんぎ~
雁木;がꜛんぎ~
寒菊;ꜛかꜜんぎ~く
観菊会;かꜛんぎ~く*ꜜかい
観菊会;かꜛんぎ~ꜜく*かい
換気口;かꜛんき*こう
換気口;かꜛんき*ꜜこう
換気扇;かꜛんき*せん
寒気団;かꜛんきꜜだん
かんきつ類;かꜛんき*つꜜるい
柑橘類;かꜛんき*つꜜるい
肝機能;かꜛんきꜜのう
観客;かꜛんきゃく
閑却;かꜛんきゃく
観客席;かꜛんきゃく*ꜜせき
観客席;かꜛんきゃꜜく*せき
観客層;かꜛんきゃく*ꜜそう
観客層;かꜛんきゃꜜく*そう
緩急;ꜛかꜜんきゅう
緩急;かꜛんきゅう
感泣;かꜛんきゅう
官給;かꜛんきゅう
眼球;がꜛんきゅう
汗牛充棟;かꜛんぎ~ゅうじゅうとう
官給品;かꜛんきゅうひん
官給品;かꜛんきゅꜜうひん
閑居;ꜛかꜜんきょ
官許;ꜛかꜜんきょ
環境;かꜛんきょう
感興;かꜛんきょう
艦橋;かꜛんきょう
寒行;ꜛかꜜんぎ~ょう
寒行;かꜛんぎ~ょう
官業;かꜛんぎ~ょう
勧業;かꜛんぎ~ょう
頑強;がꜛんきょう
環境アセスメント;かꜛんきょうあせꜜすめんと
環境基準;かꜛんきょうきꜜじゅん
環境権;かꜛんきょꜜうけん
環境庁;かꜛんきょꜜうちょう
缶切り;かꜛんきꜜり
缶切り;かꜛんきりꜜ
監禁;かꜛんきん
換金;かꜛんきん
官金;かꜛんきん
看経;かꜛんきん
感吟;かꜛんぎ~ん
閑吟;かꜛんぎ~ん
元金;ꜛがꜜんきん
換金作物;かꜛんきんさくꜜもつ
管区;ꜛかꜜんく
寒苦;ꜛかꜜんく
艱苦;ꜛかꜜんく
がん具;ꜛがꜜんぐ~
玩具;ꜛがꜜんぐ~
岩くつ;がꜛんく*つ
岩窟;がꜛんく*つ
がん首;がꜛんくび
雁首;がꜛんくび
がん首;がꜛんくꜜび
雁首;がꜛんくꜜび
勘ぐる;かꜛんぐ~ꜜる
官軍;かꜛんぐ~ん
関係;かꜛんけい
艦型;かꜛんけい
かん計;かꜛんけい
奸計;かꜛんけい
歓迎;かꜛんげ~い
歓迎会;かꜛんげ~ꜜいかい
寒げいこ;かꜛんげ~ꜜいこ
寒稽古;かꜛんげ~ꜜいこ
歓迎式典;かꜛんげ~いし*きꜜてん
関係者;かꜛんけꜜいしゃ
関係付ける;かꜛんけいずけꜜる
関係付ける;かꜛんけいづけꜜる
関係筋;かꜛんけꜜいすじ
感激;かꜛんげ~き
観劇;かꜛんげ~き
間隙;かꜛんげ~き
緩下剤;かꜛんげ~ꜜざい
緩下剤;かꜛんげ~ざい
完結;かꜛんけつ
簡潔;かꜛんけつ
寒月;ꜛかꜜんげ~つ
観月;かꜛんげ~つ
観月;ꜛかꜜんげ~つ
間欠遺伝;かꜛんけついꜜでん
観月会;かꜛんげ~つ*ꜜかい
観月会;かꜛんげ~ꜜつ*かい
間欠泉;かꜛんけつ*せん
間欠泉;かꜛんけつ*ꜜせん
間欠泉;かꜛんけꜜつ*せん
間欠熱;かꜛんけつꜜねつ
菅家文草;かꜛんけぶꜜんそう
官憲;かꜛんけん
官権;かꜛんけん
乾繭;かꜛんけん
管見;かꜛんけん
還元;かꜛんげ~ん
甘言;かꜛんげ~ん
管弦;かꜛんげ~ん
換言;かꜛんげ~ん
かん言;かꜛんげ~ん
諫言;かꜛんげ~ん
頑健;がꜛんけん
管弦楽;かꜛんげ~ꜜんが~く
管弦楽団;かꜛんげ~んが~ꜜくだん
管弦楽団;かꜛんげ~んが~くꜜだん
管弦楽器;かꜛんげ~んが~ꜜっき
管弦楽器;かꜛんげ~んがꜜっき
管弦楽曲;かꜛんげ~んが~ꜜっきょく
管弦楽曲;かꜛんげ~んがꜜっきょく
歓呼;ꜛかꜜんこ
かん湖;ꜛかꜜんこ
鹹湖;ꜛかꜜんこ
看護;ꜛかꜜんご~
漢語;かꜛんご~
頑固;ꜛがꜜんこ
寒肥;かꜛんご~え
寒肥;ꜛかꜜんご~え
観光;かꜛんこう
慣行;かꜛんこう
感光;かꜛんこう
刊行;かꜛんこう
敢行;かꜛんこう
完工;かꜛんこう
勘考;かꜛんこう
眼孔;がꜛんこう
眼光;がꜛんこう
がん行;がꜛんこう
雁行;がꜛんこう
観光客;かꜛんこꜜうきゃく
感光剤;かꜛんこꜜうざい
感光剤;かꜛんこうざい
感光紙;かꜛんこꜜうし
官公署;かꜛんこꜜうしょ
感光性;かꜛんこうせい
観光税;かꜛんこꜜうぜい
観光船;かꜛんこうせん
観光団;かꜛんこꜜうだん
観光地;かꜛんこꜜうち
官公庁;かꜛんこꜜうちょう
感光度;かꜛんこꜜうど
勧工場;かꜛんこうば
勧工場;かꜛんこうばꜜ
寒紅梅;かꜛんこꜜうばい
感光板;かꜛんこうばん
観光ビザ;かꜛんこうびꜜざ
刊行物;かꜛんこꜜうぶつ
肝硬変;かꜛんこꜜうへん
感光膜;かꜛんこꜜうまく
官公吏;かꜛんこꜜうり
かん口令;かꜛんこꜜうれい
箝口令;かꜛんこꜜうれい
看護学校;かꜛんご~がꜜっこう
勧告;かꜛんこく
監獄;かꜛんご~く
勧告案;かꜛんこくꜜあん
勧告書;かꜛんこく*しょ
勧告書;かꜛんこく*しょꜜ
韓国人;かꜛんこくꜜじん
看護士;かꜛんご~ꜜし
かん骨;ꜛかꜜんこつ
顴骨;ꜛかꜜんこつ
閑古鳥;かꜛんこꜜどり
看護人;かꜛんご~にん
看護人;かꜛんご~ꜜにん
看護婦;かꜛんご~ꜜふ
看護婦会;かꜛんご~ふ*ꜜかい
看護婦会;かꜛんご~ꜜふ*かい
寒ごり;かꜛんご~り
寒垢離;かꜛんご~り
寒ごり;かꜛんご~ꜜり
寒垢離;かꜛんご~ꜜり
寒ごり;ꜛかꜜんご~り
寒垢離;ꜛかꜜんご~り
冠婚葬祭;かꜛんこんそうさい
監査;ꜛかꜜんさ
鑑査;ꜛかꜜんさ
完済;かꜛんさい
管財;かꜛんざい
艦載機;かꜛんさꜜいき
管財人;かꜛんざいにん
がん細胞;がꜛんさꜜいぼう
癌細胞;がꜛんさꜜいぼう
鑑査員;かꜛんさꜜいん
鑑査官;かꜛんさꜜかん
間作;かꜛんさく
かん策;かꜛんさく
奸策;かꜛんさく
がん作;がꜛんさく
贋作;がꜛんさく
寒桜;かꜛんざꜜくら
かん酒;かꜛんざけ
燗酒;かꜛんざけ
かん酒;ꜛかꜜんざけ
燗酒;ꜛかꜜんざけ
簪;かꜛんざし
観察;かꜛんさつ
鑑札;かꜛんさつ
監察;かꜛんさつ
がん札;がꜛんさつ
贋札;がꜛんさつ
監察員;かꜛんさつꜜいん
監察官;かꜛんさꜜつ*かん
監察官;かꜛんさつ*ꜜかん
観察眼;かꜛんさつꜜが~ん
観察眼;かꜛんさつが~ん
観察力;かꜛんさつꜜりょく
かん冷まし;かꜛんざꜜまし
燗冷まし;かꜛんざꜜまし
かん冷まし;かꜛんざまし
燗冷まし;かꜛんざまし
かん冷まし;かꜛんざましꜜ
燗冷まし;かꜛんざましꜜ
監査役;かꜛんさꜜやく
監査役;かꜛんさやく
寒ざらし;かꜛんざꜜらし
寒晒し;かꜛんざꜜらし
寒ざらし;かꜛんざらし
寒晒し;かꜛんざらし
閑散;かꜛんさん
換算;かꜛんさん
干支;ꜛかꜜんし
かん子;ꜛかꜜんし
鉗子;ꜛかꜜんし
環視;ꜛかꜜんし
環視;かꜛんし
監視;かꜛんし
漢詩;かꜛんし
冠詞;かꜛんし
幹事;ꜛかꜜんじ
監事;ꜛかꜜんじ
莞爾;ꜛかꜜんじ
漢字;かꜛんじ
感じ;かꜛんじ
感じ入る;かꜛんじいꜜる
監視員;かꜛんしꜜいん
幹事会;かꜛんじꜜかい
がんじがらみ;がꜛんじが~ꜜらみ
がんじがらめ;がꜛんじが~ꜜらめ
鑑識;かꜛんし*き
かんじき;かꜛんじき
眼識;がꜛんし*き
監視船;かꜛんし*せん
幹事長;かꜛんじꜜちょう
乾湿;かꜛんし*つ
眼疾;がꜛんし*つ
元日;がꜛんじつ
閑日月;かꜛんじꜜつげ~つ
閑日月;かꜛんじつꜜげ~つ
乾漆像;かꜛんし*つꜜぞう
感じ取る;かꜛんじとꜜる
感謝;ꜛかꜜんしゃ
官舎;ꜛかꜜんしゃ
冠者;ꜛかꜜんじゃ
患者;かꜛんじゃ
間者;かꜛんじゃ
癇癪;かꜛんしゃく
閑寂;かꜛんじゃく
かんしゃく玉;かꜛんしゃくだま
癇癪玉;かꜛんしゃくだま
かんしゃく持ち;かꜛんしゃくもち
癇癪持ち;かꜛんしゃくもち
かんしゃく持ち;かꜛんしゃくꜜもち
癇癪持ち;かꜛんしゃくꜜもち
感謝状;かꜛんしゃじょう
感謝状;かꜛんしゃꜜじょう
感じやすい;かꜛんじやすꜜい
感じやすい;かꜛんじやすい
感取;ꜛかꜜんしゅ
館主;ꜛかꜜんしゅ
艦首;ꜛかꜜんしゅ
看守;ꜛかꜜんしゅ
監守;ꜛかꜜんしゅ
看取;ꜛかꜜんしゅ
看守;かꜛんしゅ
監守;かꜛんしゅ
看取;かꜛんしゅ
甘受;ꜛかꜜんじゅ
官需;ꜛかꜜんじゅ
感受;ꜛかꜜんじゅ
感受;かꜛんじゅ
貫主;かꜛんじゅ
貫主;ꜛかꜜんじゅ
願主;がꜛんしゅ
癌腫;がꜛんしゅ
願主;ꜛがꜜんしゅ
癌腫;ꜛがꜜんしゅ
観衆;かꜛんしゅう
慣習;かꜛんしゅう
監修;かꜛんしゅう
含しゅう;がꜛんしゅう
含羞;がꜛんしゅう
慣習法;かꜛんしゅうほう
慣習法;かꜛんしゅꜜうほう
完熟;かꜛんじゅく
感受性;かꜛんじゅせい
甘藷;ꜛかꜜんしょ
寒暑;ꜛかꜜんしょ
甘藷;ꜛかꜜんしゃ
漢書;かꜛんしょ
漢書;ꜛかꜜんしょ
寛恕;ꜛかꜜんじょ
官女;ꜛかꜜんじょ
願書;ꜛがꜜんしょ
かん症;ꜛかꜜんしょう
疳症;ꜛかꜜんしょう
癇症;ꜛかꜜんしょう
かん症;かꜛんしょꜜう
疳症;かꜛんしょꜜう
癇症;かꜛんしょꜜう
干渉;かꜛんしょう
管掌;かꜛんしょう
観賞;かꜛんしょう
鑑賞;かꜛんしょう
観照;かꜛんしょう
勧奨;かꜛんしょう
完勝;かꜛんしょう
感傷;かꜛんしょう
環礁;かꜛんしょう
勧賞;かꜛんしょう
かん商;かꜛんしょう
奸商;かꜛんしょう
緩衝;かꜛんしょう
冠省;かꜛんしょう
勘定;かꜛんじょꜜう
感情;かꜛんじょう
感状;かꜛんじょう
環状;かꜛんじょう
冠状;かꜛんじょう
艦上;かꜛんじょう
管状;かꜛんじょう
勧請;かꜛんじょう
灌頂;かꜛんじょう
岩床;がꜛんしょう
岩礁;がꜛんしょう
岩漿;がꜛんしょう
頑丈;がꜛんじょう
勘定書き;かꜛんじょうが~き
艦上機;かꜛんじょꜜうき
緩衝国;かꜛんしょꜜうこく
勘定ずく;かꜛんじょうずくꜜ
勘定ずく;かꜛんじょうずく
環状線;かꜛんじょうせん
勘定高い;かꜛんじょうだかꜜい
緩衝地帯;かꜛんしょうち*ꜜたい
緩衝地帯;かꜛんしょうち*たꜜい
感傷的;かꜛんしょうてき
勘定取り;かꜛんじょꜜうとり
鑑賞文;かꜛんしょꜜうぶん
鑑賞用;かꜛんしょうよう
感情論;かꜛんじょꜜうろん
感触;かꜛんしょく
閑職;かꜛんしょく
間食;かꜛんしょく
間色;かꜛんしょく
寒色;かꜛんしょく
官職;かꜛんしょく
官職;ꜛかꜜんしょく
顔色;ꜛがꜜんしょく
かんしょ糖;かꜛんしょとう
甘蔗糖;かꜛんしょとう
かんしゃ糖;かꜛんしゃとう
甘蔗糖;かꜛんしゃとう
感じる;かꜛんじる
関心;かꜛんしん
感心;かꜛんしん
歓心;かꜛんしん
寒心;かꜛんしん
甘心;かꜛんしん
かん臣;かꜛんしん
奸臣;かꜛんしん
肝心;かꜛんじん
勧進;かꜛんじん
閑人;かꜛんじん
肝心かなめ;かꜛんじんかなめ
肝心要;かꜛんじんかなめ
肝心かなめ;かꜛんじんかꜜなめ
肝心要;かꜛんじんかꜜなめ
勧進興行;かꜛんじんこꜜうぎ~ょう
関心事;かꜛんしꜜんじ
勧進相撲;かꜛんじんずꜜもう
勧進帳;かꜛんじꜜんちょう
勧進帳;かꜛんじんちょう
勧進能;かꜛんじꜜんのう
勧進元;かꜛんじんもと
貫主;かꜛんす
貫主;ꜛかꜜんす
貫主;かꜛんず
貫主;ꜛかꜜんず
完遂;かꜛんすい
冠水;かꜛんすい
かん水;かꜛんすい
鹹水;かꜛんすい
灌水;かꜛんすい
かん水魚;かꜛんすꜜいぎ~ょ
鹹水魚;かꜛんすꜜいぎ~ょ
含水炭素;がꜛんすいたꜜんそ
巻数;かꜛんすꜜう
関数;かꜛんすꜜう
漢数字;かꜛんすꜜうじ
感づく;かꜛんずꜜく
感づく;かꜛんづꜜく
寒すずめ;かꜛんすꜜずめ
寒雀;かꜛんすꜜずめ
缶詰;かꜛんずꜜめ
缶詰;かꜛんづꜜめ
缶詰;かꜛんずめꜜ
缶詰;かꜛんづめꜜ
缶詰;かꜛんずめ
缶詰;かꜛんづめ
関する;かꜛんすꜜる
冠する;かꜛんすꜜる
感ずる;かꜛんずる
観ずる;かꜛんずる
観世;ꜛかꜜんぜ
閑静;ꜛかꜜんせい
感性;ꜛかꜜんせい
感性;かꜛんせい
完成;かꜛんせい
官製;かꜛんせい
官制;かꜛんせい
慣性;かꜛんせい
歓声;かꜛんせい
喚声;かꜛんせい
乾性;かꜛんせい
管制;かꜛんせい
陥せい;かꜛんせい
陥穽;かꜛんせい
関税;かꜛんぜい
管制室;かꜛんせꜜいし*つ
関税障壁;かꜛんぜいしょꜜうへき
管制塔;かꜛんせいとう
眼精疲労;がꜛんせいひꜜろう
完成品;かꜛんせいひん
関税率;かꜛんぜꜜいりつ
観世音;かꜛんぜꜜおん
観世音菩薩;かꜛんぜおんぼꜜさつ
漢籍;かꜛんせき
艦籍;かꜛんせき
漢籍;ꜛかꜜんせき
艦籍;ꜛかꜜんせき
岩石;ꜛがꜜんせき
関節;かꜛんせつ
間接;かꜛんせつ
冠雪;かꜛんせつ
官設;かꜛんせつ
関節炎;かꜛんせつꜜえん
関節炎;かꜛんせつえん
間接撮影;かꜛんせつ*さꜜつえい
間接税;かꜛんせつꜜぜい
間接選挙;かꜛんせつ*せꜜんきょ
間接話法;かꜛんせつわꜜほう
頑是無い;がꜛんぜなꜜい
観世より;かꜛんぜより
観世縒り;かꜛんぜより
観世より;かꜛんぜꜜより
観世縒り;かꜛんぜꜜより
幹線;かꜛんせん
官選;かꜛんせん
感染;かꜛんせん
観戦;かꜛんせん
汗せん;かꜛんせん
汗腺;かꜛんせん
艦船;かꜛんせん
艦船;ꜛかꜜんせん
完全;かꜛんぜん
敢然;かꜛんぜん
間然;かꜛんぜん
眼前;がꜛんぜん
眼前;がꜛんぜꜜん
感染源;かꜛんせꜜんげ~ん
完全雇用;かꜛんぜんこꜜよう
完全試合;かꜛんぜんしꜜあい
完全試合;かꜛんぜんじꜜあい
完全失業率;かꜛんぜんし*つぎ~ょꜜうりつ
勧善懲悪;かꜛんぜんちょうあく
勧善懲悪;かꜛんぜんちょꜜうあく
完全燃焼;かꜛんぜんねꜜんしょう
完全犯罪;かꜛんぜんはꜜんざい
完全無欠;かꜛんぜんむꜜけつ
完全無欠;かꜛんぜんむけつ
簡素;ꜛかꜜんそ
元祖;ꜛがꜜんそ
感想;かꜛんそう
乾燥;かꜛんそう
完走;かꜛんそう
間奏;かꜛんそう
歓送;かꜛんそう
観相;かꜛんそう
乾草;かꜛんそう
甘草;ꜛかꜜんぞう
肝臓;かꜛんぞう
贋造;がꜛんぞう
乾燥芋;かꜛんそꜜういも
歓送会;かꜛんそꜜうかい
肝臓がん;かꜛんぞꜜうが~ん
肝臓癌;かꜛんぞꜜうが~ん
乾燥機;かꜛんそꜜうき
間奏曲;かꜛんそꜜうきょく
乾燥血しょう;かꜛんそうけꜜっしょう
乾燥血漿;かꜛんそうけꜜっしょう
肝臓ジストマ;かꜛんぞうじꜜす*とま
乾燥室;かꜛんそꜜうし*つ
肝臓病;かꜛんぞうびょう
感想文;かꜛんそꜜうぶん
感想文;かꜛんそうぶん
含そう薬;がꜛんそꜜうやく
含嗽薬;がꜛんそꜜうやく
簡素化;かꜛんそか
観測;かꜛんそく
漢族;ꜛかꜜんぞく
かん賊;かꜛんぞく
奸賊;かꜛんぞく
観測機;かꜛんそꜜく*き
観測機;かꜛんそく*ꜜき
観測気球;かꜛんそくき*ꜜきゅう
観測室;かꜛんそくꜜし*つ
